,id,date,time,quantity,location,unit_price,category,product,detail,sales,month,day,year,weekday,hour,time_of_day
83696,83870,2023-05-04,12:14:30,2,Hell's Kitchen,3.0,Coffee,Barista Espresso,Espresso shot,6.0,May,4,2023,Thursday,12,Afternoon
83697,83871,2023-05-04,12:14:40,1,Lower Manhattan,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,May,4,2023,Thursday,12,Afternoon
83698,83872,2023-05-04,12:14:53,1,Lower Manhattan,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,May,4,2023,Thursday,12,Afternoon
83699,83873,2023-05-04,12:15:32,1,Hell's Kitchen,3.75,Coffee,Barista Espresso,Cappuccino,3.75,May,4,2023,Thursday,12,Afternoon
83700,83874,2023-05-04,12:16:12,2,Lower Manhattan,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,May,4,2023,Thursday,12,Afternoon
83701,83875,2023-05-04,12:16:24,2,Lower Manhattan,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,May,4,2023,Thursday,12,Afternoon
83702,83876,2023-05-04,12:16:24,1,Lower Manhattan,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,May,4,2023,Thursday,12,Afternoon
83703,83877,2023-05-04,12:16:39,1,Hell's Kitchen,3.0,Coffee,Barista Espresso,Espresso shot,3.0,May,4,2023,Thursday,12,Afternoon
83704,83878,2023-05-04,12:17:21,2,Lower Manhattan,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5.0,May,4,2023,Thursday,12,Afternoon
83705,83879,2023-05-04,12:17:38,1,Astoria,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,May,4,2023,Thursday,12,Afternoon
83706,83880,2023-05-04,12:17:51,1,Astoria,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,May,4,2023,Thursday,12,Afternoon
83707,83881,2023-05-04,12:18:15,1,Astoria,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,May,4,2023,Thursday,12,Afternoon
83708,83882,2023-05-04,12:19:04,1,Lower Manhattan,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,May,4,2023,Thursday,12,Afternoon
83709,83883,2023-05-04,12:20:07,1,Astoria,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,May,4,2023,Thursday,12,Afternoon
83710,83884,2023-05-04,12:20:52,1,Astoria,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,May,4,2023,Thursday,12,Afternoon
83711,83885,2023-05-04,12:20:52,1,Astoria,3.75,Bakery,Pastry,Chocolate Croissant,3.75,May,4,2023,Thursday,12,Afternoon
83712,83886,2023-05-04,12:21:51,1,Astoria,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,May,4,2023,Thursday,12,Afternoon
83713,83887,2023-05-04,12:23:21,2,Astoria,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,May,4,2023,Thursday,12,Afternoon
83714,83888,2023-05-04,12:23:34,2,Lower Manhattan,3.75,Coffee,Barista Espresso,Cappuccino,7.5,May,4,2023,Thursday,12,Afternoon
83715,83889,2023-05-04,12:25:22,1,Hell's Kitchen,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,May,4,2023,Thursday,12,Afternoon
83716,83890,2023-05-04,12:25:39,1,Astoria,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2.0,May,4,2023,Thursday,12,Afternoon
83717,83891,2023-05-04,12:26:44,2,Astoria,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,May,4,2023,Thursday,12,Afternoon
83718,83892,2023-05-04,12:26:49,2,Astoria,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,May,4,2023,Thursday,12,Afternoon
83719,83893,2023-05-04,12:26:49,1,Astoria,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,May,4,2023,Thursday,12,Afternoon
83720,83894,2023-05-04,12:27:02,2,Lower Manhattan,3.0,Tea,Brewed Black tea,English Breakfast Lg,6.0,May,4,2023,Thursday,12,Afternoon
83721,83895,2023-05-04,12:27:38,2,Astoria,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,May,4,2023,Thursday,12,Afternoon
83722,83896,2023-05-04,12:28:02,1,Astoria,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,May,4,2023,Thursday,12,Afternoon
83723,83897,2023-05-04,12:28:31,2,Lower Manhattan,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,May,4,2023,Thursday,12,Afternoon
83724,83898,2023-05-04,12:28:36,2,Astoria,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,May,4,2023,Thursday,12,Afternoon
83725,83899,2023-05-04,12:28:57,2,Lower Manhattan,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,May,4,2023,Thursday,12,Afternoon
83726,83900,2023-05-04,12:28:57,1,Lower Manhattan,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,May,4,2023,Thursday,12,Afternoon
83727,83901,2023-05-04,12:29:35,1,Astoria,3.75,Coffee,Barista Espresso,Latte,3.75,May,4,2023,Thursday,12,Afternoon
83728,83902,2023-05-04,12:30:21,2,Lower Manhattan,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,May,4,2023,Thursday,12,Afternoon
83729,83903,2023-05-04,12:30:25,1,Astoria,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,May,4,2023,Thursday,12,Afternoon
83730,83904,2023-05-04,12:30:36,1,Astoria,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,May,4,2023,Thursday,12,Afternoon
83731,83905,2023-05-04,12:30:36,1,Astoria,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,May,4,2023,Thursday,12,Afternoon
83732,83906,2023-05-04,12:31:15,2,Astoria,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,May,4,2023,Thursday,12,Afternoon
83733,83907,2023-05-04,12:31:19,2,Astoria,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0,May,4,2023,Thursday,12,Afternoon
83734,83908,2023-05-04,12:33:45,2,Hell's Kitchen,4.25,Coffee,Barista Espresso,Latte Rg,8.5,May,4,2023,Thursday,12,Afternoon
83735,83909,2023-05-04,12:33:59,2,Astoria,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,May,4,2023,Thursday,12,Afternoon
83736,83910,2023-05-04,12:34:06,2,Hell's Kitchen,3.0,Coffee,Barista Espresso,Espresso shot,6.0,May,4,2023,Thursday,12,Afternoon
83737,83911,2023-05-04,12:35:16,1,Hell's Kitchen,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,May,4,2023,Thursday,12,Afternoon
83738,83912,2023-05-04,12:35:20,1,Astoria,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,May,4,2023,Thursday,12,Afternoon
83739,83913,2023-05-04,12:35:42,2,Hell's Kitchen,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0,May,4,2023,Thursday,12,Afternoon
83740,83914,2023-05-04,12:35:42,1,Hell's Kitchen,3.75,Bakery,Pastry,Chocolate Croissant,3.75,May,4,2023,Thursday,12,Afternoon
83741,83915,2023-05-04,12:36:01,2,Hell's Kitchen,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,May,4,2023,Thursday,12,Afternoon
83742,83916,2023-05-04,12:37:20,1,Lower Manhattan,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,May,4,2023,Thursday,12,Afternoon
83743,83917,2023-05-04,12:37:22,1,Lower Manhattan,3.75,Coffee,Barista Espresso,Cappuccino,3.75,May,4,2023,Thursday,12,Afternoon
83744,83918,2023-05-04,12:38:51,1,Astoria,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,May,4,2023,Thursday,12,Afternoon
83745,83919,2023-05-04,12:39:10,1,Astoria,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,May,4,2023,Thursday,12,Afternoon
83746,83920,2023-05-04,12:39:10,1,Astoria,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,May,4,2023,Thursday,12,Afternoon
83747,83921,2023-05-04,12:40:23,1,Astoria,3.75,Coffee,Barista Espresso,Latte,3.75,May,4,2023,Thursday,12,Afternoon
83748,83922,2023-05-04,12:40:59,1,Astoria,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,May,4,2023,Thursday,12,Afternoon
83749,83923,2023-05-04,12:40:59,1,Astoria,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,May,4,2023,Thursday,12,Afternoon
83750,83924,2023-05-04,12:43:46,1,Astoria,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,May,4,2023,Thursday,12,Afternoon
83751,83925,2023-05-04,12:43:52,1,Astoria,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,May,4,2023,Thursday,12,Afternoon
83752,83926,2023-05-04,12:43:58,2,Lower Manhattan,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,6.0,May,4,2023,Thursday,12,Afternoon
83753,83927,2023-05-04,12:44:08,2,Lower Manhattan,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,May,4,2023,Thursday,12,Afternoon
83754,83928,2023-05-04,12:45:57,2,Lower Manhattan,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,May,4,2023,Thursday,12,Afternoon
83755,83929,2023-05-04,12:46:05,2,Astoria,3.0,Tea,Brewed Black tea,Earl Grey Lg,6.0,May,4,2023,Thursday,12,Afternoon
83756,83930,2023-05-04,12:46:05,1,Astoria,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,May,4,2023,Thursday,12,Afternoon
83757,83931,2023-05-04,12:47:37,2,Lower Manhattan,4.25,Coffee,Barista Espresso,Latte Rg,8.5,May,4,2023,Thursday,12,Afternoon
83758,83932,2023-05-04,12:48:26,1,Hell's Kitchen,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,May,4,2023,Thursday,12,Afternoon
83759,83933,2023-05-04,12:49:23,1,Astoria,3.0,Coffee,Barista Espresso,Espresso shot,3.0,May,4,2023,Thursday,12,Afternoon
83760,83934,2023-05-04,12:50:19,2,Lower Manhattan,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,May,4,2023,Thursday,12,Afternoon
83761,83935,2023-05-04,12:50:23,2,Lower Manhattan,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,May,4,2023,Thursday,12,Afternoon
83762,83936,2023-05-04,12:50:56,1,Hell's Kitchen,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,May,4,2023,Thursday,12,Afternoon
83763,83937,2023-05-04,12:51:41,1,Hell's Kitchen,3.0,Coffee,Barista Espresso,Espresso shot,3.0,May,4,2023,Thursday,12,Afternoon
83764,83938,2023-05-04,12:53:04,1,Astoria,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,May,4,2023,Thursday,12,Afternoon
83765,83939,2023-05-04,12:53:07,2,Lower Manhattan,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,May,4,2023,Thursday,12,Afternoon
83766,83940,2023-05-04,12:54:10,2,Astoria,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,May,4,2023,Thursday,12,Afternoon
83767,83941,2023-05-04,12:54:13,1,Hell's Kitchen,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,May,4,2023,Thursday,12,Afternoon
83768,83942,2023-05-04,12:54:13,1,Hell's Kitchen,3.25,Bakery,Scone,Cranberry Scone,3.25,May,4,2023,Thursday,12,Afternoon
83769,83943,2023-05-04,12:54:41,1,Hell's Kitchen,3.0,Coffee,Organic brewed coffee,Brazilian Rg,3.0,May,4,2023,Thursday,12,Afternoon
83770,83944,2023-05-04,12:54:41,1,Hell's Kitchen,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,May,4,2023,Thursday,12,Afternoon
83771,83945,2023-05-04,12:55:04,1,Astoria,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,May,4,2023,Thursday,12,Afternoon
83772,83946,2023-05-04,12:56:09,1,Astoria,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,May,4,2023,Thursday,12,Afternoon
83773,83947,2023-05-04,12:56:09,1,Astoria,3.75,Bakery,Pastry,Chocolate Croissant,3.75,May,4,2023,Thursday,12,Afternoon
83774,83948,2023-05-04,12:57:48,2,Astoria,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6.0,May,4,2023,Thursday,12,Afternoon
83775,83949,2023-05-04,12:57:48,1,Astoria,3.75,Bakery,Pastry,Chocolate Croissant,3.75,May,4,2023,Thursday,12,Afternoon
83776,83950,2023-05-04,12:58:03,1,Astoria,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,May,4,2023,Thursday,12,Afternoon
83777,83951,2023-05-04,12:58:36,1,Astoria,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,May,4,2023,Thursday,12,Afternoon
83778,83952,2023-05-04,12:58:52,2,Astoria,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,May,4,2023,Thursday,12,Afternoon
83779,83953,2023-05-04,12:58:52,1,Astoria,3.5,Bakery,Pastry,Croissant,3.5,May,4,2023,Thursday,12,Afternoon
83780,83954,2023-05-04,12:59:15,1,Astoria,4.25,Coffee,Barista Espresso,Latte Rg,4.25,May,4,2023,Thursday,12,Afternoon
83781,83955,2023-05-04,12:59:15,1,Astoria,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,May,4,2023,Thursday,12,Afternoon
83782,83956,2023-05-04,13:00:20,1,Lower Manhattan,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3.0,May,4,2023,Thursday,13,Afternoon
83783,83957,2023-05-04,13:00:27,2,Astoria,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0,May,4,2023,Thursday,13,Afternoon
83784,83958,2023-05-04,13:00:27,1,Astoria,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,May,4,2023,Thursday,13,Afternoon
83785,83959,2023-05-04,13:00:56,1,Astoria,4.25,Coffee,Barista Espresso,Latte Rg,4.25,May,4,2023,Thursday,13,Afternoon
83786,83960,2023-05-04,13:01:07,2,Astoria,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,May,4,2023,Thursday,13,Afternoon
83787,83961,2023-05-04,13:01:31,1,Lower Manhattan,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,May,4,2023,Thursday,13,Afternoon
83788,83962,2023-05-04,13:01:39,2,Hell's Kitchen,3.75,Coffee,Barista Espresso,Latte,7.5,May,4,2023,Thursday,13,Afternoon
83789,83963,2023-05-04,13:02:22,2,Hell's Kitchen,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0,May,4,2023,Thursday,13,Afternoon
83790,83964,2023-05-04,13:02:24,1,Lower Manhattan,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5,May,4,2023,Thursday,13,Afternoon
83791,83965,2023-05-04,13:03:14,1,Astoria,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,May,4,2023,Thursday,13,Afternoon
83792,83966,2023-05-04,13:03:53,1,Hell's Kitchen,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,May,4,2023,Thursday,13,Afternoon
83793,83967,2023-05-04,13:05:32,2,Astoria,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,May,4,2023,Thursday,13,Afternoon
83794,83968,2023-05-04,13:05:36,1,Lower Manhattan,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2,May,4,2023,Thursday,13,Afternoon
83795,83969,2023-05-04,13:07:28,2,Hell's Kitchen,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,May,4,2023,Thursday,13,Afternoon
83796,83970,2023-05-04,13:08:01,2,Hell's Kitchen,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,May,4,2023,Thursday,13,Afternoon
83797,83971,2023-05-04,13:08:15,2,Astoria,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,May,4,2023,Thursday,13,Afternoon
83798,83972,2023-05-04,13:08:28,1,Astoria,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,May,4,2023,Thursday,13,Afternoon
83799,83973,2023-05-04,13:08:30,1,Lower Manhattan,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,May,4,2023,Thursday,13,Afternoon
83800,83974,2023-05-04,13:08:33,1,Hell's Kitchen,3.75,Coffee,Barista Espresso,Latte,3.75,May,4,2023,Thursday,13,Afternoon
83801,83975,2023-05-04,13:09:01,2,Astoria,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0,May,4,2023,Thursday,13,Afternoon
83802,83976,2023-05-04,13:10:10,2,Lower Manhattan,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,May,4,2023,Thursday,13,Afternoon
83803,83977,2023-05-04,13:10:34,2,Astoria,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,May,4,2023,Thursday,13,Afternoon
83804,83978,2023-05-04,13:12:03,1,Lower Manhattan,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,May,4,2023,Thursday,13,Afternoon
83805,83979,2023-05-04,13:12:20,1,Hell's Kitchen,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,May,4,2023,Thursday,13,Afternoon
83806,83980,2023-05-04,13:12:32,2,Hell's Kitchen,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,May,4,2023,Thursday,13,Afternoon
83807,83981,2023-05-04,13:14:53,1,Hell's Kitchen,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,May,4,2023,Thursday,13,Afternoon
83808,83982,2023-05-04,13:15:45,1,Astoria,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,May,4,2023,Thursday,13,Afternoon
83809,83983,2023-05-04,13:16:37,1,Hell's Kitchen,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,May,4,2023,Thursday,13,Afternoon
83810,83984,2023-05-04,13:17:22,1,Astoria,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,May,4,2023,Thursday,13,Afternoon
83811,83985,2023-05-04,13:17:25,2,Astoria,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,May,4,2023,Thursday,13,Afternoon
83812,83986,2023-05-04,13:19:13,2,Hell's Kitchen,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,May,4,2023,Thursday,13,Afternoon
83813,83987,2023-05-04,13:19:45,2,Lower Manhattan,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,May,4,2023,Thursday,13,Afternoon
83814,83988,2023-05-04,13:19:45,1,Lower Manhattan,3.75,Bakery,Pastry,Almond Croissant,3.75,May,4,2023,Thursday,13,Afternoon
83815,83989,2023-05-04,13:20:51,2,Astoria,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5.0,May,4,2023,Thursday,13,Afternoon
83816,83990,2023-05-04,13:23:21,1,Astoria,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,May,4,2023,Thursday,13,Afternoon
83817,83991,2023-05-04,13:25:04,1,Astoria,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,May,4,2023,Thursday,13,Afternoon
83818,83992,2023-05-04,13:25:13,2,Astoria,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,May,4,2023,Thursday,13,Afternoon
83819,83993,2023-05-04,13:25:30,2,Astoria,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0,May,4,2023,Thursday,13,Afternoon
83820,83994,2023-05-04,13:25:30,1,Astoria,3.25,Bakery,Scone,Cranberry Scone,3.25,May,4,2023,Thursday,13,Afternoon
83821,83995,2023-05-04,13:26:45,2,Astoria,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,May,4,2023,Thursday,13,Afternoon
83822,83996,2023-05-04,13:27:17,1,Hell's Kitchen,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,May,4,2023,Thursday,13,Afternoon
83823,83997,2023-05-04,13:28:24,1,Lower Manhattan,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,May,4,2023,Thursday,13,Afternoon
83824,83998,2023-05-04,13:30:02,2,Astoria,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,May,4,2023,Thursday,13,Afternoon
83825,83999,2023-05-04,13:30:09,1,Astoria,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,May,4,2023,Thursday,13,Afternoon
83826,84000,2023-05-04,13:31:23,1,Astoria,3.75,Coffee,Barista Espresso,Latte,3.75,May,4,2023,Thursday,13,Afternoon
83827,84001,2023-05-04,13:32:03,1,Astoria,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,May,4,2023,Thursday,13,Afternoon
83828,84002,2023-05-04,13:32:24,2,Hell's Kitchen,3.75,Coffee,Barista Espresso,Cappuccino,7.5,May,4,2023,Thursday,13,Afternoon
83829,84003,2023-05-04,13:32:24,1,Hell's Kitchen,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,May,4,2023,Thursday,13,Afternoon
83830,84004,2023-05-04,13:33:20,1,Hell's Kitchen,3.0,Coffee,Barista Espresso,Espresso shot,3.0,May,4,2023,Thursday,13,Afternoon
83831,84005,2023-05-04,13:35:06,2,Hell's Kitchen,4.25,Coffee,Barista Espresso,Latte Rg,8.5,May,4,2023,Thursday,13,Afternoon
83832,84006,2023-05-04,13:35:20,2,Lower Manhattan,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,May,4,2023,Thursday,13,Afternoon
83833,84007,2023-05-04,13:35:20,1,Lower Manhattan,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,May,4,2023,Thursday,13,Afternoon
83834,84008,2023-05-04,13:35:36,1,Lower Manhattan,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,May,4,2023,Thursday,13,Afternoon
83835,84009,2023-05-04,13:37:58,2,Astoria,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,May,4,2023,Thursday,13,Afternoon
83836,84010,2023-05-04,13:37:58,1,Astoria,3.75,Bakery,Pastry,Almond Croissant,3.75,May,4,2023,Thursday,13,Afternoon
83837,84011,2023-05-04,13:38:39,2,Astoria,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,May,4,2023,Thursday,13,Afternoon
83838,84012,2023-05-04,13:39:22,1,Astoria,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,May,4,2023,Thursday,13,Afternoon
83839,84013,2023-05-04,13:39:37,2,Lower Manhattan,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,May,4,2023,Thursday,13,Afternoon
83840,84014,2023-05-04,13:39:53,1,Lower Manhattan,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,May,4,2023,Thursday,13,Afternoon
83841,84015,2023-05-04,13:39:53,1,Lower Manhattan,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,May,4,2023,Thursday,13,Afternoon
83842,84016,2023-05-04,13:41:22,2,Hell's Kitchen,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,May,4,2023,Thursday,13,Afternoon
83843,84017,2023-05-04,13:41:31,2,Hell's Kitchen,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,May,4,2023,Thursday,13,Afternoon
83844,84018,2023-05-04,13:41:37,2,Hell's Kitchen,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,May,4,2023,Thursday,13,Afternoon
83845,84019,2023-05-04,13:42:03,2,Hell's Kitchen,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,May,4,2023,Thursday,13,Afternoon
83846,84020,2023-05-04,13:42:22,2,Hell's Kitchen,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,May,4,2023,Thursday,13,Afternoon
83847,84021,2023-05-04,13:44:07,2,Hell's Kitchen,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5.0,May,4,2023,Thursday,13,Afternoon
83848,84022,2023-05-04,13:44:07,1,Hell's Kitchen,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,May,4,2023,Thursday,13,Afternoon
83849,84023,2023-05-04,13:44:15,2,Lower Manhattan,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,May,4,2023,Thursday,13,Afternoon
83850,84024,2023-05-04,13:45:41,2,Astoria,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,May,4,2023,Thursday,13,Afternoon
83851,84025,2023-05-04,13:45:52,2,Astoria,2.5,Tea,Brewed Black tea,English Breakfast Rg,5.0,May,4,2023,Thursday,13,Afternoon
83852,84026,2023-05-04,13:45:56,1,Lower Manhattan,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,May,4,2023,Thursday,13,Afternoon
83853,84027,2023-05-04,13:47:35,1,Hell's Kitchen,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,May,4,2023,Thursday,13,Afternoon
83854,84028,2023-05-04,13:48:01,2,Astoria,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,May,4,2023,Thursday,13,Afternoon
83855,84029,2023-05-04,13:48:50,2,Astoria,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,May,4,2023,Thursday,13,Afternoon
83856,84030,2023-05-04,13:49:07,2,Lower Manhattan,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,May,4,2023,Thursday,13,Afternoon
83857,84031,2023-05-04,13:49:07,1,Lower Manhattan,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,May,4,2023,Thursday,13,Afternoon
83858,84032,2023-05-04,13:49:54,2,Astoria,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,May,4,2023,Thursday,13,Afternoon
83859,84033,2023-05-04,13:50:04,2,Astoria,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,May,4,2023,Thursday,13,Afternoon
83860,84034,2023-05-04,13:51:10,1,Lower Manhattan,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,May,4,2023,Thursday,13,Afternoon
83861,84035,2023-05-04,13:51:18,1,Astoria,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,May,4,2023,Thursday,13,Afternoon
83862,84036,2023-05-04,13:51:47,2,Lower Manhattan,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0,May,4,2023,Thursday,13,Afternoon
83863,84037,2023-05-04,13:51:59,1,Hell's Kitchen,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,May,4,2023,Thursday,13,Afternoon
83864,84038,2023-05-04,13:52:37,1,Hell's Kitchen,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,3.0,May,4,2023,Thursday,13,Afternoon
83865,84039,2023-05-04,13:53:02,1,Astoria,4.25,Coffee,Barista Espresso,Latte Rg,4.25,May,4,2023,Thursday,13,Afternoon
